table_name,dataset,method,seed_or_summary,metric,value,artifact_path,metrics_file,manifest_config,status,reason
tab:rq1-quo,Quo Vadis,API-frequency RF,sample std seeds 7/17/27,precision_std,0.0095,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API-frequency RF,mean seeds 7/17/27,recall,0.7979,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
tab:rq1-quo,Quo Vadis,API-frequency RF,sample std seeds 7/17/27,recall_std,0.0023,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API-frequency RF,mean seeds 7/17/27,f1,0.8211,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
tab:rq1-quo,Quo Vadis,API-frequency RF,sample std seeds 7/17/27,f1_std,0.0050,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API-frequency RF,mean seeds 7/17/27,auc,0.9487,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
tab:rq1-quo,Quo Vadis,API-frequency RF,sample std seeds 7/17/27,auc_std,0.0003,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API n-gram LR,mean seeds 7/17/27,accuracy,0.9045,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
tab:rq1-quo,Quo Vadis,API n-gram LR,sample std seeds 7/17/27,accuracy_std,0.0000,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API n-gram LR,mean seeds 7/17/27,precision,0.8768,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
tab:rq1-quo,Quo Vadis,API n-gram LR,sample std seeds 7/17/27,precision_std,0.0000,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API n-gram LR,mean seeds 7/17/27,recall,0.7283,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
tab:rq1-quo,Quo Vadis,API n-gram LR,sample std seeds 7/17/27,recall_std,0.0000,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API n-gram LR,mean seeds 7/17/27,f1,0.7957,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
tab:rq1-quo,Quo Vadis,API n-gram LR,sample std seeds 7/17/27,f1_std,0.0000,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API n-gram LR,mean seeds 7/17/27,auc,0.9370,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
tab:rq1-quo,Quo Vadis,API n-gram LR,sample std seeds 7/17/27,auc_std,0.0000,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,sample standard deviation (n-1)
tab:rq1-quo,Quo Vadis,API n-gram SVM,mean seeds 7/17/27,accuracy,0.9106,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_svm/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_svm/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_svm/seed_7/metrics.json,datasets_50k/quo_vadis/results/standard_baselines/api_ngram_svm/seed_17/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_svm/seed_27/metrics.json;datasets_50k/quo_vadis/results/standard_baselines/api_ngram_svm/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,confirmatory,group/exact-sequence-disjoint; complete three-seed metrics
